90.2,10.0,7.58,44.9,1610
16.6,28.0,6.55,48.6,9930
27.3,38.4,4.17,31.4,12900
119.0,62.3,2.85,42.9,5900
10.3,45.5,6.03,58.9,19100
14.5,18.9,8.1,16.0,18700
18.1,20.8,4.4,45.3,6700
4.8,19.8,8.73,20.9,41400
4.3,51.3,11.0,47.8,43200
39.2,54.3,5.88,20.7,16000
13.8,35.0,7.89,43.7,22900
8.6,69.5,4.97,50.9,41100
49.4,16.0,3.52,21.8,2440
14.2,39.5,7.97,48.7,15300
5.5,51.4,5.61,64.5,16200
4.5,76.4,10.7,74.7,41100
18.8,58.2,5.2,57.5,7880
111.0,23.8,4.1,37.2,1820
42.7,42.5,5.2,70.7,6420
46.6,41.2,4.84,34.3,5410
6.9,29.7,11.1,51.3,9720
52.5,43.6,8.3,51.3,13300
19.8,10.7,9.01,11.8,14500
10.5,67.4,2.84,28.0,80600
10.8,50.2,6.87,53.0,15300
116.0,19.2,6.74,29.6,1430
93.6,8.92,11.6,39.2,764
44.4,54.1,5.68,59.5,2520
108.0,22.2,5.13,27.0,2660
5.6,29.1,11.3,31.0,40700
26.5,32.7,4.09,61.8,5830
149.0,11.8,3.98,26.5,888
150.0,36.8,4.53,43.5,1930
8.7,37.7,7.96,31.3,19400
15.7,26.3,5.07,22.6,9530
18.6,15.9,7.59,17.8,10900
88.2,16.5,4.51,51.7,1410
116.0,41.1,7.91,49.6,609
63.9,85.1,2.46,54.7,5190
10.2,33.2,10.9,35.0,13000
111.0,50.6,5.3,43.3,2690
5.5,37.6,7.76,38.1,20100
3.6,50.2,5.97,57.5,33900
3.4,66.0,7.88,62.9,28300
4.1,50.5,11.4,43.6,44000
34.4,22.7,6.22,33.3,11100
25.1,27.9,8.06,32.4,9350
29.1,21.3,4.66,26.6,9860
19.2,26.9,6.91,46.6,7300
111.0,85.8,4.48,58.9,33700
55.2,4.79,2.66,23.3,1420
4.5,75.1,6.03,68.7,22700
24.1,57.8,4.86,63.9,7350
3.0,38.7,8.95,37.4,39800
4.2,26.8,11.9,28.1,36900
63.7,57.7,3.5,18.9,15400
80.3,23.8,5.69,42.7,1660
16.5,35.0,10.1,52.8,6730
4.2,42.3,11.6,37.1,40400
74.7,29.5,5.22,45.9,3060
3.9,22.1,10.3,30.7,28700
14.6,23.8,5.86,49.2,11200
35.4,25.8,6.85,36.3,6710
109.0,30.3,4.93,43.2,1190
114.0,14.9,8.5,35.2,1390
37.6,51.4,5.38,79.1,5840
208.0,15.3,6.91,64.7,1500
6.0,81.8,7.33,76.5,22300
2.6,53.4,9.4,43.3,38800
58.8,22.6,4.05,27.1,4410
33.3,24.3,2.61,22.4,8430
19.3,24.4,5.6,19.4,17400
36.9,39.4,8.41,34.1,12700
4.2,103.0,9.19,86.5,45700
4.6,35.0,7.63,32.9,29600
4.0,25.2,9.53,27.2,36200
18.1,31.3,4.81,49.6,8000
3.2,15.0,9.49,13.6,35800
21.1,48.3,8.04,69.0,9470
21.5,44.2,4.29,29.9,20100
62.2,20.7,4.75,33.6,2480
62.7,13.3,11.3,79.9,1730
10.8,66.7,2.63,30.4,75200
29.6,51.6,6.18,81.7,2790
78.9,35.4,4.47,49.3,3980
7.8,53.7,6.68,55.1,18300
10.3,35.8,7.03,60.2,16300
99.7,39.4,11.1,101.0,2380
89.3,19.1,11.8,92.6,700
16.6,65.6,3.88,42.1,29600
6.1,65.3,7.04,67.2,21100
2.8,175.0,7.77,142.0,91700
10.4,39.8,7.09,58.1,11400
62.2,25.0,3.77,43.0,1390
90.5,22.8,6.59,34.9,1030
7.9,86.9,4.39,71.0,21100
13.2,77.6,6.33,65.4,10500
137.0,22.8,4.98,35.1,1870
6.8,153.0,8.65,154.0,28300
97.4,50.7,4.41,61.2,3320
15.0,51.2,6.0,62.2,15900
40.0,23.5,14.2,81.0,3340
17.2,39.2,11.7,78.5,3910
26.1,46.7,5.44,56.7,7710
6.8,37.0,9.11,62.7,14000
33.5,32.2,5.2,43.0,6440
101.0,31.5,5.21,46.2,918
64.4,0.109,1.97,0.0659,3720
56.0,47.8,6.78,60.7,8460
47.0,9.58,5.25,36.4,1990
4.5,72.0,11.9,63.6,45500
6.2,30.3,10.1,28.0,32300
123.0,22.2,5.16,49.1,814
130.0,25.3,5.07,17.4,5150
3.2,39.7,9.48,28.5,62300
11.7,65.7,2.77,41.2,45300
92.1,13.5,2.2,19.4,4280
19.7,70.0,8.1,78.2,15400
24.1,55.1,5.87,51.5,7290
20.3,27.8,5.08,23.8,9960
