90.2,10.0,7.58,44.9
16.6,28.0,6.55,48.6
27.3,38.4,4.17,31.4
119.0,62.3,2.85,42.9
10.3,45.5,6.03,58.9
14.5,18.9,8.1,16.0
18.1,20.8,4.4,45.3
4.8,19.8,8.73,20.9
4.3,51.3,11.0,47.8
39.2,54.3,5.88,20.7
13.8,35.0,7.89,43.7
8.6,69.5,4.97,50.9
49.4,16.0,3.52,21.8
14.2,39.5,7.97,48.7
5.5,51.4,5.61,64.5
4.5,76.4,10.7,74.7
18.8,58.2,5.2,57.5
111.0,23.8,4.1,37.2
42.7,42.5,5.2,70.7
46.6,41.2,4.84,34.3
6.9,29.7,11.1,51.3
52.5,43.6,8.3,51.3
19.8,10.7,9.01,11.8
10.5,67.4,2.84,28.0
10.8,50.2,6.87,53.0
116.0,19.2,6.74,29.6
93.6,8.92,11.6,39.2
44.4,54.1,5.68,59.5
108.0,22.2,5.13,27.0
5.6,29.1,11.3,31.0
26.5,32.7,4.09,61.8
149.0,11.8,3.98,26.5
150.0,36.8,4.53,43.5
8.7,37.7,7.96,31.3
15.7,26.3,5.07,22.6
18.6,15.9,7.59,17.8
88.2,16.5,4.51,51.7
116.0,41.1,7.91,49.6
63.9,85.1,2.46,54.7
10.2,33.2,10.9,35.0
111.0,50.6,5.3,43.3
5.5,37.6,7.76,38.1
3.6,50.2,5.97,57.5
3.4,66.0,7.88,62.9
4.1,50.5,11.4,43.6
34.4,22.7,6.22,33.3
25.1,27.9,8.06,32.4
29.1,21.3,4.66,26.6
19.2,26.9,6.91,46.6
111.0,85.8,4.48,58.9
55.2,4.79,2.66,23.3
4.5,75.1,6.03,68.7
24.1,57.8,4.86,63.9
3.0,38.7,8.95,37.4
4.2,26.8,11.9,28.1
63.7,57.7,3.5,18.9
80.3,23.8,5.69,42.7
16.5,35.0,10.1,52.8
4.2,42.3,11.6,37.1
74.7,29.5,5.22,45.9
3.9,22.1,10.3,30.7
14.6,23.8,5.86,49.2
35.4,25.8,6.85,36.3
109.0,30.3,4.93,43.2
114.0,14.9,8.5,35.2
37.6,51.4,5.38,79.1
208.0,15.3,6.91,64.7
6.0,81.8,7.33,76.5
2.6,53.4,9.4,43.3
58.8,22.6,4.05,27.1
33.3,24.3,2.61,22.4
19.3,24.4,5.6,19.4
36.9,39.4,8.41,34.1
4.2,103.0,9.19,86.5
4.6,35.0,7.63,32.9
4.0,25.2,9.53,27.2
18.1,31.3,4.81,49.6
3.2,15.0,9.49,13.6
21.1,48.3,8.04,69.0
21.5,44.2,4.29,29.9
62.2,20.7,4.75,33.6
62.7,13.3,11.3,79.9
10.8,66.7,2.63,30.4
29.6,51.6,6.18,81.7
78.9,35.4,4.47,49.3
7.8,53.7,6.68,55.1
10.3,35.8,7.03,60.2
99.7,39.4,11.1,101.0
89.3,19.1,11.8,92.6
16.6,65.6,3.88,42.1
6.1,65.3,7.04,67.2
2.8,175.0,7.77,142.0
10.4,39.8,7.09,58.1
62.2,25.0,3.77,43.0
90.5,22.8,6.59,34.9
7.9,86.9,4.39,71.0
13.2,77.6,6.33,65.4
137.0,22.8,4.98,35.1
6.8,153.0,8.65,154.0
97.4,50.7,4.41,61.2
15.0,51.2,6.0,62.2
40.0,23.5,14.2,81.0
17.2,39.2,11.7,78.5
26.1,46.7,5.44,56.7
6.8,37.0,9.11,62.7
33.5,32.2,5.2,43.0
101.0,31.5,5.21,46.2
64.4,0.109,1.97,0.0659
56.0,47.8,6.78,60.7
47.0,9.58,5.25,36.4
4.5,72.0,11.9,63.6
6.2,30.3,10.1,28.0
123.0,22.2,5.16,49.1
130.0,25.3,5.07,17.4
3.2,39.7,9.48,28.5
11.7,65.7,2.77,41.2
92.1,13.5,2.2,19.4
19.7,70.0,8.1,78.2
24.1,55.1,5.87,51.5
20.3,27.8,5.08,23.8
31.9,34.8,3.61,36.6
6.0,40.1,7.46,42.1
3.9,29.9,11.0,37.4
9.0,62.3,1.81,23.8
11.5,32.6,5.58,38.8
10.0,29.2,5.08,21.1
63.6,12.0,10.5,30.0
18.9,29.2,6.47,53.1
15.7,49.6,4.29,33.0
66.8,24.9,5.66,40.3
7.6,32.9,10.4,47.9
14.4,93.8,3.4,108.0
160.0,16.8,13.1,34.5
2.8,200.0,3.96,174.0
7.0,76.3,8.79,77.8
3.2,64.3,9.41,62.9
28.1,49.3,8.55,81.2
53.7,28.6,8.94,27.4
4.1,49.4,6.93,46.2
3.8,25.5,9.54,26.8
11.2,19.6,2.94,26.8
20.7,26.9,4.47,57.1
76.7,19.7,6.32,17.2
24.1,52.5,7.01,38.4
3.0,46.2,9.63,40.7
4.5,64.0,11.5,53.3
52.4,14.9,5.98,58.6
71.9,18.7,6.01,29.1
14.9,66.5,3.88,60.8
62.6,2.2,9.12,27.8
90.3,40.2,7.65,57.3
17.4,12.4,5.07,60.3
17.4,50.5,6.21,55.3
19.1,20.4,6.74,25.5
62.0,76.3,2.5,44.5
81.0,17.1,9.01,28.6
11.7,47.1,7.72,51.1
8.6,77.7,3.66,63.6
5.2,28.2,9.64,30.8
7.3,12.4,17.9,15.8
10.6,26.3,8.35,25.4
36.3,31.7,5.81,28.5
29.2,46.6,5.25,52.7
17.1,28.5,4.91,17.6
23.3,72.0,6.84,80.2
56.3,30.0,5.18,34.4
83.1,37.0,5.89,30.9
