-1.07209e-198,-1.59219e-198,-3.58111e-201,-8.09298e-199,1.28956e-199,5.96889e-199,-1.34158e-198,-2.31377e-199,-1.04429e-198,-1.09581e-198,-7.0582e-199,7.04892e-199,9.05218e-199,-1.49949e-199,6.99771e-199,-5.23619e-200,-4.32778e-199,1.16606e-198,1.72845e-198,-1.16268e-198,-2.18928e-198,-2.25218e-198,2.96637e-198,1.053e-198,3.39744e-199,-1.2225e-198,-1.6432e-199,1.13384e-198,-8.69317e-199,-2.81893e-198,-7.12108e-199,1.28846e-199,-1.1604e-198,2.26848e-198,-8.53073e-199,4.33096e-200,1.42091e-198,1.99343e-198,9.75501e-200,1.3302e-198,3.92372e-199,6.85253e-199,-1.15691e-198,1.30241e-198,1.20301e-198,-1.64302e-199,-1.23986e-199,4.74901e-199,-1.42586e-198,9.22662e-199,1.39578e-198,-3.58115e-199,-3.78181e-199,-5.01738e-199,
1.19248e-199,1.77099e-199,3.98327e-202,9.00183e-200,-1.43438e-200,-6.63921e-200,1.49224e-199,2.57361e-200,1.16157e-199,1.21888e-199,7.85085e-200,-7.84052e-200,-1.00688e-199,1.66789e-200,-7.78356e-200,5.82422e-201,4.81379e-200,-1.29701e-199,-1.92256e-199,1.29325e-199,2.43513e-199,2.5051e-199,-3.29949e-199,-1.17126e-199,-3.77897e-200,1.35979e-199,1.82774e-200,-1.26118e-199,9.66942e-200,3.1355e-199,7.92079e-200,-1.43316e-200,1.29071e-199,-2.52323e-199,9.48874e-200,-4.81734e-201,-1.58048e-199,-2.2173e-199,-1.08505e-200,-1.47958e-199,-4.36436e-200,-7.62208e-200,1.28683e-199,-1.44867e-199,-1.3381e-199,1.82754e-200,1.3791e-200,-5.28233e-200,1.58599e-199,-1.02628e-199,-1.55253e-199,3.98332e-200,4.20651e-200,5.58084e-200,
0.505642,1.54728e-198,3.48012e-201,0.410758,-1.2532e-199,-5.80056e-199,-1.6273,2.24852e-199,0.881226,1.06491e-198,6.85915e-199,-0.462926,-8.7969e-199,1.23452,-6.80036e-199,1.57897,-1.01781,-1.13318e-198,-1.67971e-198,1.00022,-1.62029,2.18867e-198,-2.88271e-198,-0.480499,-3.30162e-199,-0.774978,-1.12978,-0.99659,8.44801e-199,-1.19901,6.92026e-199,-1.25212e-199,1.12767e-198,0.198001,8.29015e-199,-4.20883e-200,-1.38084e-198,1.22866,-9.47991e-200,-1.18543,-0.588368,-1.03361,1.12428e-198,1.21486,-1.27646,-0.252192,1.2049e-199,0.0970646,1.38565e-198,0.944839,-1.35642e-198,3.48016e-199,3.67516e-199,-0.282149,
-1.19793,-4.01017e-199,-9.01957e-202,0.80292,3.24796e-200,1.50336e-199,1.10498,-5.82758e-200,0.262024,-2.75998e-199,-1.77772e-199,0.642109,2.27993e-199,-1.10836,1.76248e-199,-0.230796,0.551421,2.93691e-199,4.35337e-199,-0.75654,0.983778,-5.67246e-199,7.47125e-199,0.197519,8.55697e-200,0.410293,-1.31475,-0.447318,-2.18951e-199,-1.37095,-1.79355e-199,3.24518e-200,-2.92264e-199,0.357077,-2.1486e-199,1.09082e-200,3.57879e-199,0.558663,2.45695e-200,-1.37956,0.427407,1.4846,-2.91386e-199,-0.161227,0.561932,-0.67281,-3.12278e-200,0.0761003,-3.59126e-199,-0.45967,3.51549e-199,-9.01969e-200,-9.52507e-200,1.37792,
0.979043,0.449255,0.815519,-1.65952,1.38537,-1.00277,1.18142,0.108969,-1.70642,-1.07308,-0.803873,-1.70835,-0.41477,0.545167,0.599336,0.257971,0.539809,0.624496,0.794101,1.25783,-0.515764,1.24991,-1.481,-0.905315,0.383953,1.09849,-1.03698,1.66817,-0.285626,0.315564,-0.375774,-1.01425,1.09463,0.989999,-1.56013,-0.34666,0.405101,-1.59367,0.31364,-1.30367,-0.107321,0.619762,1.1242,1.33015,1.21453,1.16044,1.29106,-1.66199,-1.3711,-1.31998,1.27494,-1.45722,1.15461,1.45061,
0.832883,0.288786,0.992942,-1.01314,1.68375,1.16863,0.798669,1.58695,-0.555787,-0.172426,0.318539,-1.33332,-1.56574,1.62774,-0.459755,0.55946,0.683124,-1.62059,0.321389,0.629801,-1.29015,0.737284,-0.700058,-0.379116,1.11983,0.69715,0.398369,0.677449,0.491997,0.692352,-0.28427,0.804533,0.879846,1.58304,-0.0750591,-1.06704,0.897206,-1.78008,-0.379944,-0.319551,-0.00745226,0.0474625,-1.46078,-0.67664,0.113558,-0.807785,-0.00278711,-0.148825,-0.139655,0.325311,-0.358613,-0.345257,0.290886,-1.07319,
1.72784,1.61761,-1.60412,-1.42922,-0.436771,0.448214,0.933955,1.65489,-0.892681,0.130757,-1.23055,-0.152927,-1.71063,1.71817,-0.855851,0.687265,0.983077,0.151795,0.03411,1.0501,-1.14872,0.520877,1.27416,1.28499,-0.983897,0.620613,0.759746,-0.461999,-0.943169,-0.781672,-1.61361,-0.00448583,-0.0451629,0.926368,-0.0514804,-1.01753,0.698958,1.48401,-0.652729,-0.882928,-1.63291,0.659562,-0.412406,-1.28393,0.157504,0.760168,1.61703,0.931552,0.904099,0.255751,-0.455949,-1.6947,-0.643507,0.974756,
0.652123,-1.12684,-1.50168,0.852871,-0.173111,-0.220894,-0.85629,-1.47033,-1.42756,0.478201,0.772755,-0.191547,-0.591158,-0.999078,1.05293,0.660058,-0.0351615,-0.813357,-1.57776,-0.509137,0.603439,-0.339279,-0.752303,0.186897,-1.32997,-1.22615,-1.39472,-1.12341,0.465208,-0.414079,0.387672,0.88082,-0.127596,-0.201605,-0.931585,1.36127,0.0480272,-1.18708,1.67104,1.07981,-1.53967,0.827913,-0.758516,-0.914091,-0.307959,-1.24576,-0.562582,-0.993216,-0.867625,-1.40486,-1.69605,1.69249,0.651239,1.71479,
-1.05361,0.775536,1.39423,0.214996,-0.321134,-1.11377,-1.05679,0.692819,0.223097,1.71998,-0.467951,0.911193,1.1888,0.561987,0.772153,1.40581,-1.09368,1.49683,1.12873,0.165618,0.153901,1.24255,0.630489,-0.0648593,-1.27542,-1.22975,-0.703002,0.45079,0.378223,0.216271,0.144585,-1.45918,-1.05386,-0.495585,-0.825735,-0.237889,-0.309573,0.488658,1.66143,0.969771,-1.47979,-0.019793,0.10286,-1.06504,-0.623008,-1.1494,1.58455,-0.188437,0.824539,0.219135,1.33015,0.0600599,1.57821,-0.803699,
-0.248223,-0.863976,-1.25218,-0.895069,0.693574,-1.41039,1.20615,-1.08784,0.354491,-0.683947,0.191028,-0.509477,-0.21579,-0.492186,-1.3762,0.616718,1.64052,-1.06909,-0.870719,-1.01815,0.829721,0.567462,-1.68796,-1.25402,0.0435041,0.363226,1.14917,1.30832,0.164012,-1.27019,-0.159327,-1.50176,-1.37203,-0.0521795,-1.17564,1.20589,0.0713006,-1.10394,-0.008552,-0.10477,-0.942075,-1.259,-0.365957,1.51971,1.41982,1.34788,-0.892049,-0.169579,0.00869337,-0.342583,1.35672,-0.564824,-1.07944,0.558623,
