-1.38077e-118,-3.55277e-118,4.79315e-118,2.09986e-118,-3.46997e-118,2.94542e-118,8.5102e-119,8.96929e-119,4.53592e-118,
-1.02827e-118,-2.64578e-118,3.5695e-118,1.56379e-118,-2.58412e-118,2.19348e-118,6.33763e-119,6.67952e-119,3.37794e-118,
-0.975043,-1.64274e-118,-1.68587,9.70939e-119,-0.553102,1.36191e-118,-0.111552,0.216637,2.09733e-118,
-0.874249,3.64058e-118,-1.29841,-2.15176e-118,0.213241,-3.01823e-118,1.17222,-0.48421,-4.64804e-118,
-1.67171,1.73459,0.224209,-0.987384,0.174127,0.601687,-1.7088,-0.2944,0.127871,
-0.0927266,-0.2025,-1.63841,0.499719,-0.279842,-1.21748,-0.54083,-0.629958,1.35014,
-0.682591,-0.0132428,-1.25545,-1.04381,-0.0710245,0.986274,-1.15059,0.418848,1.15565,
-0.913196,0.734288,-0.551423,0.269057,-0.892727,0.366614,-0.122974,0.169692,-1.28465,
0.394552,0.972863,1.22282,-1.36597,0.863955,0.764861,-1.71061,-1.07619,1.59509,
-1.32554,-0.233776,1.15562,0.535329,-0.148503,1.25354,-0.451387,0.810332,0.00713556,
0.634868,-0.259715,0.206512,0.777718,-0.522326,1.09852,1.58688,1.42125,0.701597,
-0.687761,-0.121479,1.20155,0.0626954,-1.49407,1.09788,0.851703,1.40264,-0.552624,
-0.461167,-1.31318,1.25095,-1.17789,0.907236,0.766978,0.626607,-1.03663,-1.54813,
-0.699055,1.13405,1.24093,0.242747,-0.132686,-0.7269,0.695448,-0.333006,-0.0134979,
1.63929,-1.19341,1.62123,0.441183,0.395022,-0.883614,-0.228102,-1.62113,0.108822,
-0.0794297,1.59337,-1.18723,-1.01337,-0.841325,-0.513957,0.0605011,-0.979742,0.053905,
-1.55308,-0.486866,-0.991148,1.25394,1.35394,0.825324,1.30468,0.268176,-0.847741,
0.16838,0.588158,0.797213,-0.815787,-1.02097,-1.3634,-1.49181,1.24128,0.246804,
-0.0265533,1.56519,-0.0661796,1.061,-0.286257,1.68546,1.52604,-0.712086,0.620859,
0.223895,0.673446,-0.626807,1.33932,-0.297586,-1.08586,0.539193,0.701154,0.713555,
-0.0188483,0.515144,1.22978,-1.14884,0.317652,-1.10344,1.6967,-1.32075,0.100886,
-1.06074,1.38671,1.18283,-0.588081,1.51414,0.236689,1.14458,1.67607,1.68165,
-0.536207,-0.841151,-1.54472,0.363517,0.70408,-0.714195,-0.24454,-0.100638,-0.238143,
0.0318113,1.70161,-0.718251,0.560156,-0.650352,1.62987,1.15877,-1.67203,-0.428927,
0.242573,-0.303587,1.39742,1.23535,-0.644581,-0.483251,0.724161,-1.20077,-1.69447,
1.69934,0.495287,-1.50667,0.511868,-0.0354401,0.00172061,-0.993159,-0.892267,-0.932182,
0.415661,1.52537,0.494957,-0.934868,1.13219,1.5442,0.549118,-0.244676,-1.41173,
-0.199005,-1.40807,-1.26118,1.27116,0.28281,-1.34232,1.05215,-0.845431,0.887513,
-1.06929,-1.65305,0.364952,0.194985,0.224461,-0.611163,-0.499632,1.52134,-1.43533,
0.955602,1.22627,0.886815,1.49771,0.913115,-0.395257,-1.53717,1.73242,-0.188409,
0.345369,-0.0813464,1.37635,-0.914898,-0.0351179,-1.39474,-0.604015,-0.545696,1.36262,
0.600988,1.7696,0.981326,-0.897569,0.233975,1.11249,-0.296306,1.1614,0.850372,
-0.12365,0.388866,-0.984089,-0.517604,-0.4332,1.4398,1.50042,1.31196,0.994914,
0.408482,-0.103333,-0.929673,0.141628,1.14608,1.15686,-0.958151,-0.393315,1.11967,
-0.364281,0.374774,0.307265,-0.938988,-0.569347,-1.69917,1.07114,1.59042,1.25607,
-0.315627,-0.58059,-1.12443,-0.22756,-1.00355,0.253524,-1.06947,-0.564624,1.42579,
0.556979,-0.348633,-1.31867,-0.446492,1.32872,-0.228588,0.059326,-0.952794,1.51446,
0.150228,1.70534,0.65831,-0.627811,1.61021,-0.992045,1.64835,-1.59557,1.11967,
1.4165,1.00329,1.62552,-0.174622,-1.39361,-0.863601,-1.07236,1.02409,-0.568601,
-0.077002,-0.182003,0.088885,1.36066,-1.15776,-1.35196,0.744438,0.0278962,0.353467,
-1.19741,0.217965,-0.215925,-0.753446,-1.56428,1.10455,-0.788449,-0.581093,1.48812,
-0.542432,0.354599,-0.531782,0.938221,1.54106,0.85688,0.690751,1.36051,-0.170844,
0.158248,1.09167,0.0791688,-0.390809,0.963127,0.258607,-1.05048,0.946245,-0.898109,
1.2299,-0.791197,-0.391857,0.472246,1.58157,-0.213447,0.330744,-1.51986,0.732812,
1.67053,1.30922,0.907477,-1.50376,-0.438326,0.851901,0.218998,-1.29049,0.206279,
-0.00185456,1.10096,0.517051,-0.568745,0.888215,1.0784,-1.29713,-0.922958,-0.38385,
0.154658,-1.15007,0.099828,-1.44163,0.525615,-1.36541,0.805277,-1.65567,1.11554,
-0.851453,1.24816,1.1011,1.62767,-0.252592,1.36356,-0.392045,1.08686,-1.29809,
