0.624744,0.641011,0.715506,0.218146,0.537492,0.772179,0.291578,0.955901,0.625294,0.908536,0.200751,0.380596,0.37669,0.858974,0.0550249,0.691763,0.0614338,0.213477,0.270516,0.870052,0.730613,0.343516,0.788934,0.677419,0.216437,0.401593,1.0932,0.657125,0.13245,0.321543,0.407147,0.13361,0.87347,0.818506,0.296548,0.212592,0.615436,0.388775,0.0679037,0.78106,0.315653,0.309946,0.56917,0.507187,0.712729,0.640858,0.429456,0.840449,0.326334,0.221625,0.0591449,0.0115055,0.457533,0.673574,0.649953,0.0324107,0.188604,0.399243,0.174688,0.696371,0.383099,0.582537,0.387585,0.577776,0.685751,0.188482,0.824,0.0323801,0.522568,0.9635,0.800592,0.19715,0.100894,0.435102,0.415265,0.990326,0.409223,0.912168,0.547166,0.396238,0.217292,0.484756,0.856685,0.0408338,0.0761742,0.0242012,0.785516,0.0408948,0.318125,0.183142,0.556475,0.154668,0.0566729,0.395398,0.173803,0.20661,0.186621,0.876034,0.422864,0.802515,0.383953,0.621357,0.870296,0.329234,0.10596,0.409009,0.86401,0.955046,0.591174,0.797845,0.533158,0.82443,0.859371,0.127873,0.788141,0.0829798,0.71157,0.520524,0.320597,0.827815,0.730033,0.878353,0.603442,0.157018,0.278268
0.578875,0.158666,0.765984,0.85754,0.959075,0.591113,0.829387,0.432142,0.737907,0.994293,0.457228,0.0571917,0.699789,0.191626,0.791162,0.384289,0.285409,0.662923,0.590197,0.721274,0.591662,0.544145,0.279458,0.0322581,0.371746,0.627491,1.13919,0.937651,0.0350963,0.361522,0.310068,0.713981,0.647359,0.850917,0.782739,0.294168,0.930479,0.856685,0.408307,0.267312,0.262581,0.796045,0.893124,0.87878,0.678182,0.742485,0.599658,0.0301523,0.867885,0.425764,0.546739,0.279305,0.178594,0.231849,0.409406,0.840419,0.613544,0.202979,0.518998,0.583728,0.832148,0.0376598,0.863033,0.0359203,0.150029,0.0906095,0.0852687,0.379864,0.539201,0.372814,0.485824,0.454634,0.627766,0.551531,0.0209662,0.755638,0.700156,0.950224,0.303293,0.545166,0.697043,0.548601,0.60152,0.298929,0.215369,0.982696,0.840754,0.813196,0.508316,0.544725,0.602252,0.0975982,0.485275,0.183172,0.1236,0.9288,0.711966,0.502823,0.298563,0.739616,0.41026,0.764611,0.677236,0.61916,0.458357,0.885769,0.465896,0.312784,0.390667,0.439772,0.527085,0.511889,0.3979,0.656423,0.379589,0.405072,0.326945,0.421644,0.198462,0.575671,0.681021,0.277688,0.815058,0.104282,0.619495
0.958708,0.775048,0.0271004,0.645405,0.978454,0.0155034,0.844433,0.573595,0.0307932,0.384838,0.543565,0.01648,0.0125431,0.662618,0.36726,0.269295,0.851619,0.659597,0.148991,0.658467,0.507218,0.217811,0.863643,0.541581,0.969909,0.210578,1.00468,0.307627,0.26133,0.542436,0.147221,0.37672,0.434492,0.149144,0.822169,0.200323,0.573656,0.997803,0.641896,0.261086,0.794275,0.086642,0.737541,0.0729087,0.243019,0.445235,0.271462,0.180944,0.0979644,0.134342,0.437239,0.161657,0.568316,0.246071,0.459761,0.6227,0.894528,0.903653,0.59508,0.202948,0.348308,0.261635,0.130589,0.572619,0.232673,0.505844,0.384869,0.433119,0.881893,0.853267,0.707816,0.517075,0.661336,0.552232,0.480483,0.588427,0.967803,0.88229,0.115238,0.478921,0.229255,0.15418,0.0556963,0.905271,0.904935,0.710013,0.776727,0.834803,0.485305,0.923032,0.784387,0.119907,0.49208,0.19776,0.616047,0.680776,0.478286,0.970061,0.840327,0.468734,0.028077,0.7069,0.0570391,0.466536,0.757042,0.906644,0.897366,0.68807,0.311808,0.0987274,0.0235908,0.638644,0.370403,0.84405,0.129337,0.0141911,0.642048,0.734611,0.939512,0.302896,0.867214,0.393658,0.210089,0.183477,0.817621
0.17423,0.733665,0.0562456,0.448378,0.0870083,0.35197,0.769094,0.660848,0.216407,0.460616,0.642506,0.331034,0.122196,0.970977,0.14835,0.82345,0.270425,0.700644,0.719565,0.408826,0.0334178,0.373516,0.681509,0.264229,0.689779,0.619709,1.22972,0.472823,0.424268,0.975616,0.610767,0.0241707,0.327982,0.883847,0.760186,0.814051,0.398206,0.693289,0.664632,0.644368,0.53853,0.659078,0.180761,0.223426,0.558763,0.942564,0.0715964,0.165746,0.174963,0.611408,0.00625629,0.992096,0.00946074,0.639454,0.560228,0.129368,0.590808,0.906858,0.215155,0.910947,0.353832,0.199957,0.35902,0.576281,0.639576,0.211402,0.285958,0.271096,0.695364,0.540117,0.196478,0.0473952,0.674764,0.691153,0.197211,0.863521,0.637562,0.0758995,0.301126,0.551412,0.549852,0.0120243,0.427381,0.979247,0.283975,0.72338,0.401471,0.726615,0.618458,0.340098,0.955046,0.409223,0.238075,0.898556,0.726066,0.516648,0.734001,0.34135,0.258675,0.444594,0.603442,0.517411,0.00332652,0.495041,0.250038,0.181829,0.316782,0.876278,0.983581,0.996002,0.461928,0.596797,0.0200812,0.527512,0.607929,0.995331,0.481918,0.250282,0.830256,0.680868,0.397656,0.54445,0.110569,0.5927,0.702078
0.718009,0.98706,0.880154,0.185461,0.704031,0.253456,0.795723,0.697836,0.0969268,0.418073,0.996124,0.831172,0.46733,0.996735,0.18833,0.741935,0.667013,0.786554,0.366192,0.867916,0.828974,0.865932,0.8034,0.928098,0.367595,0.59444,0.915696,0.922697,0.978423,0.612995,0.956725,0.133183,0.638234,0.843684,0.626484,0.122379,0.60509,0.489883,0.462783,0.734275,0.418317,0.0362255,0.145543,0.0940275,0.898465,0.248573,0.636006,0.608234,0.147313,0.174017,0.17655,0.964568,0.54799,0.140965,0.290872,0.132023,0.764733,0.759056,0.783929,0.360912,0.743095,0.919095,0.741874,0.182653,0.709922,0.793237,0.532121,0.410016,0.173254,0.834834,0.803369,0.136998,0.922422,0.778527,0.485549,0.738884,0.0279244,0.640187,0.78988,0.359806,0.84167,0.71691,0.208716,0.47441,0.996612,0.587054,0.515824,0.764855,0.407056,0.110294,0.766076,0.243599,0.268624,0.427442,0.295663,0.69219,0.0581072,0.960692,0.722037,0.173345,0.533555,0.413312,0.943876,0.0310984,0.734275,0.769982,0.141087,0.890683,0.980804,0.296548,0.774895,0.700943,0.874966,0.540147,0.587695,0.522477,0.299814,0.329173,0.603168,0.951476,0.41966,0.773186,0.126255,0.69573,0.680044
0.249367,0.682485,0.127232,0.098117,0.196112,0.0970489,0.44334,0.689962,0.752251,0.709708,0.311563,0.436506,0.456038,0.222755,0.683645,0.118229,0.00207526,0.494919,0.55388,0.671987,0.241249,0.541002,0.351207,0.190741,0.180578,0.532212,1.07127,0.923765,0.983428,0.795923,0.224281,0.276559,0.969329,0.81579,0.939177,0.810938,0.614154,0.231666,0.859462,0.244881,0.549974,0.839747,0.195379,0.452681,0.565142,0.592395,0.313395,0.464827,0.604175,0.598224,0.736229,0.468093,0.767998,0.122196,0.142735,0.805536,0.313578,0.585406,0.368236,0.976379,0.654347,0.565264,0.404157,0.636158,0.359813,0.795404,0.398144,0.596606,0.155828,0.165685,0.654225,0.825831,0.924528,0.722343,0.632588,0.447981,0.704154,0.667684,0.949644,0.356319,0.689322,0.360363,0.378124,0.149602,0.230842,0.315317,0.847011,0.258827,0.835871,0.20365,0.441481,0.820612,0.167638,0.852779,0.402997,0.740471,0.0458083,0.246315,0.129246,0.0801721,0.446181,0.524186,0.1742,0.0577105,0.500809,0.982513,0.248085,0.0473952,0.498032,0.0736717,0.217322,0.64426,0.882473,0.406323,0.104648,0.341472,0.254891,0.745384,0.0889615,0.175634,0.372448,0.0119633,0.505539,0.0814844,0.148381
0.465468,0.19953,0.371868,0.802423,0.676443,0.57973,0.403875,0.905789,0.569079,0.68807,0.753441,0.492294,0.778466,0.667409,0.556566,0.470443,0.470809,0.191748,0.499985,0.279855,0.343638,0.466506,0.546892,0.891568,0.62569,0.228156,0.942666,0.807703,0.0769982,0.744621,0.459853,0.0616779,0.988861,0.814905,0.908444,0.218299,0.183691,0.769341,0.625507,0.373455,0.0153203,0.469497,0.230445,0.154332,0.368786,0.308176,0.873959,0.719413,0.660268,0.20951,0.2378,0.758354,0.837306,0.628834,0.535203,0.492111,0.378674,0.552629,0.510514,0.672903,0.294351,0.498764,0.439405,0.584155,0.125614,0.516312,0.128697,0.0405896,0.945036,0.185583,0.916623,0.388134,0.356273,0.618213,0.672475,0.503983,0.494369,0.456923,0.796899,0.343567,0.025605,0.875881,0.221809,0.205664,0.147496,0.580309,0.410352,0.202155,0.588794,0.806879,0.356883,0.788263,0.609485,0.323344,0.587054,0.49736,0.000824,0.428785,0.15772,0.394238,0.0853603,0.953581,0.657064,0.0748009,0.716849,0.259224,0.204413,0.66628,0.280251,0.238594,0.450453,0.530263,0.691885,0.315744,0.577044,0.74691,0.399213,0.445997,0.297342,0.146702,0.381054,0.115909,0.855708,0.278695,0.147343
0.991577,0.427564,0.753899,0.421003,0.90817,0.618152,0.8493,0.677419,0.250313,0.657521,0.212012,0.642567,0.363079,0.367138,0.747612,0.841121,0.99762,0.974853,0.957945,0.203955,0.31138,0.114628,0.203589,0.0682699,0.86816,0.826807,1.17465,0.177465,0.637867,0.557909,0.274575,0.681173,0.996735,0.16068,0.852321,0.135289,0.727256,0.894223,0.970305,0.502029,0.0180975,0.42375,0.0202948,0.149754,0.464309,0.820856,0.800501,0.853175,0.0670492,0.56325,0.515152,0.793115,0.233802,0.535051,0.774957,0.55678,0.778344,0.0264595,0.596667,0.137577,0.92056,0.734092,0.403424,0.935209,0.286691,0.760643,0.0245674,0.755516,0.909268,0.615223,0.69573,0.810663,0.226936,0.21305,0.0586871,0.719077,0.0846889,0.875759,0.161565,0.481239,0.733818,0.331004,0.458724,0.600635,0.83169,0.712882,0.810755,0.841792,0.442061,0.561693,0.484481,0.472365,0.0348827,0.823939,0.15302,0.141972,0.486465,0.852443,0.895718,0.906583,0.079165,0.406171,0.198157,0.228278,0.501785,0.650472,0.952208,0.975555,0.849269,0.156804,0.455916,0.486208,0.622822,0.903073,0.413648,0.251503,0.729942,0.273171,0.936064,0.548296,0.484298,0.0574664,0.539903,0.806757,0.605945
0.575243,0.137883,0.538957,0.696707,0.0677206,0.963164,0.804351,0.618427,0.871334,0.142521,0.137425,0.93936,0.201117,0.46147,0.586383,0.335459,0.0534684,0.486618,0.724021,0.264077,0.205939,0.565844,0.718528,0.963713,0.217353,0.828303,0.847145,0.454115,0.42787,0.184423,0.857356,0.536332,0.958769,0.325816,0.244301,0.792657,0.712607,0.725455,0.97354,0.586596,0.373272,0.637379,0.119419,0.0628986,0.405835,0.0970794,0.537767,0.147649,0.0566424,0.921201,0.865474,0.548082,0.353313,0.707572,0.520768,0.752739,0.104617,0.835414,0.703116,0.0313425,0.900723,0.465102,0.393231,0.435011,0.112857,0.538285,0.353099,0.795984,0.893735,0.777886,0.125889,0.727744,0.177099,0.688009,0.0361034,0.62508,0.678091,0.554094,0.189428,0.389438,0.893002,0.442793,0.472854,0.801935,0.0994293,0.201971,0.554582,0.777245,0.356273,0.460799,0.88406,0.109684,0.503555,0.629719,0.691977,0.100406,0.162633,0.900296,0.990356,0.831629,0.736137,0.245491,0.572375,0.166814,0.407819,0.419416,0.0124821,0.750877,0.142796,0.957549,0.666463,0.625203,0.68746,0.176428,0.671194,0.150639,0.569353,0.174017,0.944945,0.162175,0.097293,0.829493,0.18714,0.814173,0.361431
0.783319,0.12775,0.0538652,0.998108,0.907163,0.28898,0.34558,0.988098,0.333995,0.686605,0.996307,0.204291,0.6686,0.214423,0.810327,0.86874,0.17188,0.422498,0.41966,0.859554,0.761132,0.517136,0.569658,0.711112,0.00976592,0.36082,1.22971,0.614154,0.147618,0.472427,0.754357,0.415571,0.0606098,0.0269784,0.560991,0.61858,0.290994,0.85577,0.452254,0.382519,0.0372631,0.446333,0.454695,0.523179,0.154149,0.942534,0.251228,0.512375,0.152623,0.144292,0.180975,0.478347,0.199957,0.508042,0.239265,0.205481,0.119602,0.146245,0.0777001,0.134465,0.391308,0.827784,0.00415052,0.362255,0.151036,0.97763,0.982788,0.641987,0.191076,0.677084,0.633869,0.383068,0.959899,0.663717,0.234046,0.651234,0.562212,0.331339,0.716239,0.535995,0.758995,0.730003,0.669454,0.312601,0.967559,0.565996,0.339152,0.118442,0.261269,0.201819,0.626881,0.276498,0.369976,0.656362,0.0905179,0.133763,0.679617,0.604633,0.944212,0.69335,0.232398,0.37788,0.0582598,0.614704,0.72689,0.963744,0.959349,0.213477,0.517747,0.00595111,0.830256,0.89161,0.615986,0.80459,0.510117,0.987335,0.688833,0.315928,0.494339,0.0749535,0.0597858,0.152532,0.934507,0.665273,0.708609
