0.382794,1.09925,0.47322,0.930788,0.303293,1.74408,1.48374,0.697989,0.325175,0.0808741,0.851039,0.593447,0.0345775,0.098629,0.868191,1.08179,0.29899,0.489989,0.959184,1.20231,1.07358,0.555803,0.599292,0.899258,0.341862
0.131413,1.04015,0.521805,0.888248,0.15067,1.50907,1.29694,0.462142,0.820917,0.525681,0.922636,0.759431,0.633564,0.373177,0.508377,0.893566,0.236366,0.532071,0.493933,0.953736,0.966645,0.372387,0.57973,0.178777,0.650697
0.260384,1.23927,0.23722,0.821404,0.625935,1.46478,1.26174,0.0915555,0.173315,0.147282,0.963408,0.542602,0.678152,0.3077,0.0600604,0.597805,0.44734,0.285579,1.04954,0.906892,0.798616,0.589434,0.583239,0.0430006,0.247257
0.0726035,1.59003,0.299905,0.832315,0.409223,1.71369,1.45958,0.152043,0.796045,0.597491,0.741813,0.751103,0.156163,0.631845,0.593005,0.646079,0.818995,0.339873,0.771125,1.17016,0.826042,0.933622,0.218085,0.806085,0.635202
0.567339,1.73177,0.607471,0.89171,0.148442,1.63235,1.39493,0.481338,0.791803,0.25248,0.201788,0.749683,0.978057,0.583599,0.115146,0.908886,0.969176,0.606269,1.23804,1.08413,0.975348,0.428419,0.437269,0.556719,0.632559
0.20249,1.18206,0.330332,0.875312,0.0145878,1.56967,1.3451,0.390423,0.00137333,0.918638,0.443373,0.485033,0.970763,0.504444,0.630757,0.836328,0.386731,0.366227,1.18647,1.01783,0.934126,0.322214,0.728477,0.364544,0.140142
0.698294,0.853825,0.328104,0.838238,0.611316,1.687,1.43837,0.184881,0.916288,0.583026,0.332163,0.791363,0.439619,0.238439,0.00308237,0.672287,0.0389416,0.364297,0.974537,1.14194,0.840931,0.12479,0.549211,0.724265,0.71011
0.229377,1.13768,0.0266121,0.822736,0.395459,1.74699,1.48605,0.098941,0.637654,0.432844,0.891202,0.698071,0.726737,0.282299,0.132206,0.603699,0.339702,0.103161,0.894955,1.20539,0.801964,0.909299,0.882351,0.90817,0.536528
0.41435,1.05179,0.782861,0.872675,0.341288,1.52538,1.3099,0.375805,0.283944,0.359661,0.840114,0.579643,0.18009,0.692708,0.496292,0.824661,0.248695,0.758183,1.10268,0.970983,0.927498,0.547044,0.361827,0.228767,0.316176
0.524094,1.60748,0.677175,0.850579,0.0460219,1.50462,1.2934,0.253304,0.788385,0.634266,0.708518,0.748539,0.187841,0.612929,0.180425,0.726894,0.837489,0.666644,1.0863,0.94903,0.871954,0.456496,0.392438,0.165136,0.63043
0.702445,1.17132,0.850429,0.931393,0.493973,1.65168,1.41029,0.701346,0.821619,0.693655,0.678152,0.759666,0.625111,0.304332,0.206671,1.08447,0.375347,0.816706,0.582478,1.10458,1.0751,0.370891,0.676046,0.615986,0.651134
0.640217,1.37833,0.226386,0.805248,0.396649,1.48987,1.28168,0.0019837,0.95291,0.220893,0.384106,0.803625,0.73986,0.62538,0.168706,0.526318,0.594684,0.276195,1.1541,0.933425,0.758003,0.866878,0.850826,0.119907,0.732925
