1.26679,0.606525,0.628071,0.500473,0.447584,0.589434,1.41019,0.914853,0.0933866,0.433149,0.738823,0.704306,0.0886868,0.5168,0.905179,0.575844,0.712657,0.554824,0.708709,0.639882,0.515458,0.0920427,0.514756,0.0423292,0.334971,1.09092,0.948698,0.33256,0.0657979,0.533036,0.222999,0.779382,0.599277,0.520249,0.973632,0.307779,1.07819,0.422681,2.09132,0.4991,0.889523,0.615205,0.729057,0.590869,0.388775,0.267159,0.287088,0.476913,0.508316,0.611385
1.0345,0.818946,0.84753,0.00784326,0.653645,0.850673,1.0845,0.353771,0.651509,0.554094,0.198279,0.677969,0.516892,0.266213,0.227241,0.697481,0.953818,0.515492,0.725067,0.566973,0.687185,0.225548,0.0776086,0.862728,0.330885,1.10511,0.426832,0.598651,0.150761,0.355052,0.796045,0.218421,0.613973,0.749138,0.527268,0.196875,1.23779,0.625996,1.89106,0.0401013,0.721793,0.38008,0.600238,0.28547,0.403333,0.946379,0.782311,0.501602,0.390179,0.634141
1.45551,0.659032,0.465041,0.45201,0.478957,0.0710166,0.947945,0.100223,0.63271,0.710166,0.269936,0.503006,0.435865,0.137608,0.552019,0.694251,0.659613,0.495307,0.847244,0.655171,0.479507,0.221051,0.8699,0.711692,0.303744,0.75213,0.822169,0.136998,0.65096,0.271035,0.0914029,0.850307,0.723729,0.475021,0.901517,0.677053,0.959622,0.544969,2.25401,0.348888,0.671041,0.411249,0.571062,0.50383,0.041261,0.928343,0.409497,0.685995,0.997681,0.804094
1.51277,0.587007,0.77456,0.00711081,0.756157,0.278115,1.19232,0.645314,0.993439,0.753227,0.0694906,0.951506,0.526749,0.419874,0.256752,0.649637,0.580421,0.53961,0.52967,0.318918,0.0135502,0.307339,0.97766,0.958769,0.373318,0.752011,0.261788,0.423841,0.0936003,0.382183,0.464125,0.20658,0.43844,0.252571,0.162999,0.0806909,1.18472,0.581622,2.30338,0.101077,0.255989,0.324059,0.770257,0.603961,0.041139,0.67922,0.241585,0.206702,0.561998,0.362334
1.48155,0.889818,0.890439,0.819239,0.91464,0.911008,0.727202,0.234291,0.685232,0.386639,0.0329295,0.850398,0.835353,0.617634,0.948759,0.630121,0.559267,0.57065,0.641453,0.432752,0.677602,0.233615,0.918912,0.163152,0.357633,1.61372,0.221778,0.622944,0.810541,0.955443,0.162664,0.584735,0.538859,0.975646,0.256386,0.977599,1.26899,0.449873,2.27647,0.886624,0.389813,0.308156,0.743339,0.553331,0.925047,0.570238,0.947539,0.375408,0.770714,0.517829
1.33688,0.780774,0.317301,0.0302133,0.220435,0.173315,0.962142,0.561846,0.727042,0.809351,0.338847,0.875118,0.292245,0.189093,0.42439,0.575363,0.481955,0.503388,0.603842,0.605487,0.38844,0.243616,0.646657,0.23011,0.361468,0.955038,0.537736,0.0514542,0.401654,0.564165,0.337168,0.00137333,0.505071,0.375134,0.750237,0.543077,0.852177,0.333628,2.15174,0.670888,0.26133,0.441224,0.894894,0.910459,0.249397,0.264473,0.693319,0.318644,0.753319,0.46551
1.13845,0.892737,0.490097,0.716605,0.204779,0.633625,0.994831,0.494522,0.43318,0.239845,0.484298,0.773095,0.894009,0.58562,0.931913,0.561088,0.758093,0.565625,0.866272,0.555864,0.142735,0.173323,0.273232,0.937498,0.345642,1.65653,0.40379,0.574694,0.273293,0.107395,0.34257,0.921781,0.740823,0.763024,0.223609,0.839351,0.977844,0.44676,1.98068,0.594256,0.511093,0.504492,0.379833,0.859584,0.968963,0.184759,0.954344,0.714713,0.53737,0.830563
1.03098,0.872879,0.780877,0.415479,0.309702,0.820978,1.02251,0.854335,0.770623,0.350047,0.402905,0.254036,0.309641,0.748405,0.338023,0.635438,0.69099,0.591176,0.808904,0.765282,0.732475,0.25404,0.0709861,0.744438,0.265122,1.07312,0.658406,0.419874,0.611438,0.804407,0.221503,0.678518,0.689287,0.46263,0.608264,0.188543,1.18932,0.624378,1.88803,0.399487,0.619465,0.469088,0.150487,0.542009,0.370525,0.599933,0.908048,0.628132,0.815241,0.750762
1.43131,0.758323,0.472762,0.395886,0.0315867,0.123936,0.82728,0.0899075,0.0388195,0.821589,0.448988,0.512619,0.485488,0.647847,0.637989,0.666093,0.49973,0.575392,0.887484,0.0565813,0.365917,0.0789901,0.824366,0.0748924,0.305235,0.780573,0.953063,0.615772,0.573321,0.928159,0.953398,0.268349,0.759878,0.406323,0.531663,0.277993,0.965237,0.61037,2.23315,0.546342,0.86935,0.489133,0.52855,0.631214,0.0704367,0.771111,0.64098,0.746727,0.114536,0.86007
1.03934,0.803983,0.229438,0.670339,0.624561,0.410566,1.30099,0.572314,0.948759,0.478591,0.805078,0.45436,0.933226,0.951628,0.77044,0.648566,0.668662,0.623073,0.938462,0.620624,0.876278,0.296651,0.0867336,0.713919,0.296198,0.712054,0.543687,0.405438,0.752586,0.828272,0.989166,0.177831,0.805674,0.0506302,0.554277,0.545091,0.788278,0.386547,1.89524,0.0523087,0.450972,0.644025,0.724204,0.275948,0.000152593,0.673238,0.747429,0.823664,0.24897,0.930982
1.17653,0.805056,0.387616,0.359783,0.463881,0.092349,1.21479,0.654683,0.906796,0.358898,0.0540178,0.511307,0.43321,0.0373852,0.0137638,0.56798,0.588294,0.479576,0.900769,0.524033,0.757164,0.286614,0.34489,0.752892,0.305032,1.09374,0.898373,0.688955,0.539201,0.0671102,0.675619,0.134281,0.771813,0.382275,0.533311,0.797113,0.903314,0.483871,2.0135,0.29191,0.043733,0.317329,0.448164,0.139439,0.391675,0.223243,0.749931,0.766778,0.955199,0.87855
1.04432,0.725139,0.35258,0.774224,0.909116,0.536851,1.05799,0.0275277,0.974761,0.466079,0.454573,0.0897549,0.596454,0.278573,0.648366,0.67017,0.710968,0.517432,0.72345,0.798364,0.446547,0.302871,0.0961028,0.726402,0.239638,1.07083,0.30372,0.0268563,0.1489,0.772668,0.271615,0.543779,0.61252,0.0209052,0.679739,0.402326,0.877834,0.528916,1.89953,0.00903348,0.757805,0.491563,0.942686,0.0516373,0.368175,0.793878,0.563616,0.499161,0.388379,0.63189
1.40809,0.826211,0.466811,0.519425,0.730308,0.889584,1.36601,0.923612,0.42848,0.493484,0.0133061,0.4185,0.0384533,0.0901212,0.290902,0.69824,0.825959,0.487853,0.96669,0.208838,0.178564,0.172198,0.780663,0.159062,0.290635,1.10868,0.632008,0.509598,0.0822779,0.170415,0.907559,0.978454,0.831033,0.422803,0.817469,0.439894,0.960909,0.0384533,2.21313,0.924467,0.122349,0.29962,0.16245,0.618915,0.406995,0.950621,0.799249,0.866268,0.292184,0.970249
1.45392,0.544267,0.613849,0.507187,0.156804,0.805689,1.34178,0.0680868,0.142827,0.0846889,0.947813,0.804041,0.653127,0.457808,0.304025,0.668088,0.815162,0.545564,0.938462,0.216102,0.692679,0.103869,0.866909,0.4279,0.350442,1.31772,0.656056,0.886044,0.480514,0.591693,0.0574358,0.686453,0.805674,0.108982,0.690481,0.456343,1.06784,0.108585,2.25264,0.354167,0.056917,0.706112,0.785211,0.0696127,0.621418,0.78225,0.141942,0.823664,0.893979,0.930982
1.43164,0.58041,0.652303,0.806909,0.624531,0.536241,1.29018,0.00714133,0.127934,0.630024,0.13599,0.340464,0.279366,0.224647,0.203681,0.556426,0.512246,0.508968,0.406725,0.161138,0.187384,0.100307,0.824976,0.541551,0.27853,1.47034,0.130955,0.841151,0.733329,0.511063,0.945982,0.0220649,0.327993,0.339183,0.661763,0.452773,1.09581,0.00360118,2.23343,0.907865,0.0235603,0.352985,0.394391,0.568285,0.777978,0.158727,0.226203,0.0211493,0.878903,0.191312
1.46712,0.634591,0.752159,0.819391,0.227332,0.202246,1.37193,0.960387,0.222999,0.51912,0.625355,0.727622,0.612537,0.983856,0.903806,0.632689,0.665768,0.628131,1.04379,0.876156,0.589831,0.123046,0.891751,0.0782495,0.338588,0.74249,0.843898,0.548204,0.00491348,0.622944,0.232032,0.649495,0.900298,0.389142,0.130619,0.526933,1.16843,0.796838,2.26402,0.10654,0.747703,0.565849,0.663289,0.095584,0.031373,0.584582,0.352519,0.982635,0.863552,1.0775
1.30917,0.563732,0.34547,0.445051,0.158269,0.247993,0.95023,0.624866,0.981658,0.330851,0.409009,0.849788,0.609699,0.018952,0.457198,0.641346,0.774692,0.476683,0.821179,0.228889,0.230079,0.304521,0.594501,0.420728,0.357539,0.940103,0.45558,0.732841,0.482376,0.919156,0.120029,0.324686,0.700314,0.696982,0.61446,0.0119327,0.872663,0.0991241,2.12785,0.266518,0.397961,0.471743,0.48085,0.21662,0.234077,0.632923,0.187323,0.646657,0.661306,0.767836
1.0457,0.692884,0.771081,0.884945,0.375195,0.629231,0.811961,0.052736,0.489792,0.795984,0.562334,0.31373,0.23133,0.000335704,0.782708,0.534275,0.699378,0.473761,0.974455,0.73336,0.74456,0.186864,0.0986969,0.279214,0.274382,1.53104,0.37843,0.692679,0.526231,0.910031,0.914121,0.745445,0.838008,0.86285,0.875912,0.240516,1.18219,0.296182,1.90072,0.0120853,0.394818,0.538436,0.914762,0.925687,0.840236,0.0350352,0.488418,0.877987,0.80343,0.981051
1.14378,0.624237,0.724754,0.196112,0.511155,0.480361,1.18183,0.0241401,0.366466,0.187506,0.311655,0.887112,0.217933,0.221198,0.508866,0.54813,0.789294,0.508427,0.662867,0.863338,0.461226,0.157364,0.283273,0.314951,0.363329,1.26767,0.808283,0.478317,0.406995,0.474227,0.567339,0.288156,0.558096,0.209845,0.299997,0.585589,1.1485,0.443403,1.98528,0.117893,0.8146,0.429396,0.17539,0.538682,0.570086,0.1124,0.328379,0.407727,0.899167,0.547617
1.27702,0.740703,0.130894,0.125309,0.795526,0.791864,0.839044,0.287576,0.772881,0.688803,0.76925,0.401685,0.130833,0.287667,0.7434,0.662923,0.757182,0.51886,1.03231,0.0488296,0.333262,0.254581,0.534013,0.0667745,0.288026,1.35818,0.00723289,0.00625629,0.904813,0.145146,0.772332,0.312876,0.88998,0.796533,0.860775,0.713401,0.716611,0.135685,2.10014,0.215857,0.0638447,0.628441,0.539933,0.109653,0.662923,0.75341,0.599902,0.9653,0.160405,1.06153
1.08913,0.847169,0.735374,0.983367,0.209021,0.215247,0.790888,0.635731,0.225227,0.547411,0.779321,0.262673,0.992218,0.728782,0.737815,0.62448,0.892504,0.588096,0.988226,0.749931,0.744285,0.123579,0.180425,0.65566,0.266462,0.9609,0.194311,0.626759,0.959441,0.619282,0.350261,0.576617,0.850379,0.168554,0.803705,0.574786,1.15622,0.109561,1.93816,0.847102,0.0711081,0.632821,0.00646992,0.775658,0.255409,0.538743,0.848109,0.89877,0.88702,1.00021
1.05139,0.528061,0.0795618,0.270699,0.638844,0.513474,0.840165,0.661702,0.0110477,0.213782,0.601947,0.638691,0.453261,0.501205,0.349467,0.630935,0.761457,0.552376,0.817276,0.421979,0.650044,0.0723469,0.109409,0.592029,0.324792,0.916777,0.0324717,0.0756249,0.746727,0.503311,0.476791,0.382763,0.696808,0.110721,0.225806,0.554704,0.67928,0.177831,1.90563,0.163976,0.441755,0.555667,0.4279,0.314341,0.21015,0.574786,0.10416,0.640767,0.208869,0.762407
1.00693,0.597899,0.194708,0.929228,0.4279,0.487197,0.898985,0.415082,0.251717,0.999176,0.0711692,0.613636,0.898923,0.345531,0.162725,0.570827,0.839151,0.527942,0.528437,0.934996,0.355724,0.129916,0.0257271,0.466445,0.320905,1.31025,0.565264,0.528031,0.245613,0.130772,0.699271,0.839656,0.437332,0.245613,0.327403,0.527543,0.763021,0.0771813,1.8673,0.12418,0.679525,0.324789,0.695975,0.568316,0.613758,0.239143,0.266976,0.20484,0.140141,0.360618
1.3878,0.77775,0.0442518,0.577044,0.0571612,0.73986,1.37917,0.0336009,0.154637,0.255745,0.8652,0.940001,0.682394,0.481368,0.978851,0.632296,0.746444,0.549262,0.650896,0.743706,0.95175,0.106694,0.742485,0.914945,0.371533,1.40057,0.588336,0.0838343,0.523362,0.313456,0.176153,0.340434,0.547342,0.0480972,0.0569475,0.556139,0.6536,0.34547,2.19564,0.383465,0.836726,0.670177,0.807855,0.256264,0.706412,0.582385,0.68627,0.38966,0.950041,0.530965
