0.232124,0.535386,0.866482,0.592242,0.86874,0.738884,0.354991,0.32664,0.193182,0.021363,0.128178,0.928312,0.906888,0.717124,0.403027,0.747032,0.742485,0.191565,0.42787,0.163884,0.463912,0.841517,0.482223,0.591327,0.86639,0.094821,0.876888,0.472884,0.776238,0.41084,0.953887,0.283425,0.0511795,0.279946,0.0864895,0.529069,0.580126,0.223945,0.679312,0.747154,0.283242,0.79577,0.168065,0.506272,0.111911,0.579669,0.019837,0.406323,0.0488601,0.191107,0.732963,0.078341,0.107974,0.276833,0.836879,0.184729,0.334422,0.514786,0.892422,0.419111,0.804621,0.614246,0.491653,0.506272,0.626209,0.315653,0.25782,0.202368,0.938139,0.390759,0.845546,0.294717,0.91055,0.642567,0.94055
0.669729,0.9588,0.730857,0.857997,0.969787,0.160192,0.319773,0.0925932,0.458266,0.939055,0.431776,0.665029,0.280953,0.542619,0.66567,0.775658,0.489853,0.124485,0.526627,0.531205,0.0431837,0.744469,0.425977,0.944639,0.805475,0.368633,0.681356,0.935118,0.547441,0.869289,0.516678,0.328043,0.946135,0.0249641,0.0620136,0.85522,0.584765,0.520554,0.353832,0.154454,0.952879,0.94705,0.334666,0.770043,0.44615,0.801813,0.85345,0.152348,0.36668,0.488357,0.665242,0.658101,0.922666,0.316538,0.431501,0.550249,0.228584,0.502426,0.71981,0.997955,0.305216,0.16831,0.00402844,0.076632,0.0795923,0.342753,0.664357,0.768059,0.38493,0.960601,0.987121,0.960112,0.960753,0.86288,0.164922
0.905087,0.289254,0.649831,0.452589,0.515946,0.889889,0.85989,0.0757164,0.805658,0.31489,0.369915,0.867153,0.586932,0.0723594,0.633412,0.475509,0.953764,0.951598,0.384899,0.830744,0.28135,0.0231025,0.640278,0.144017,0.226295,0.638783,0.696677,0.907804,0.726279,0.431593,0.13245,0.895749,0.000244148,0.315867,0.807245,0.162755,0.54854,0.487197,0.861904,0.0450758,0.152562,0.422376,0.718528,0.1601,0.875179,0.879452,0.0805078,0.406537,0.060213,0.897732,0.932493,0.964324,0.333048,0.797754,0.5403,0.294565,0.600146,0.181341,0.451094,0.139775,0.0492264,0.931608,0.49321,0.523606,0.149266,0.212745,0.776299,0.750999,0.650594,0.470382,0.691183,0.408094,0.584613,0.431318,0.910031
0.804346,0.354717,0.324656,0.0707419,0.0166021,0.0162053,0.342051,0.298471,0.460005,0.534623,0.851924,0.476516,0.946318,0.635762,0.744133,0.908811,0.443495,0.201727,0.0648518,0.0555132,0.075869,0.270852,0.01648,0.533158,0.123905,0.0376904,0.957671,0.114414,0.0244148,0.853145,0.403272,0.728294,0.370434,0.224158,0.0244453,0.459883,0.911161,0.814234,0.64861,0.550737,0.552141,0.442793,0.259377,0.398511,0.355144,0.085757,0.996673,0.557207,0.538224,0.87521,0.15656,0.736961,0.4756,0.0994293,0.191504,0.804315,0.697806,0.203009,0.710166,0.781884,0.891598,0.786828,0.477371,0.848689,0.900021,0.607929,0.414319,0.339885,0.722312,0.579608,0.598346,0.746971,0.514023,0.771508,0.263161
0.042085,0.911008,0.599994,0.777581,0.536058,0.30195,0.871059,0.568438,0.533921,0.131962,0.486923,0.143193,0.850398,0.473495,0.027955,0.839961,0.831446,0.930357,0.605792,0.528123,0.354198,0.637501,0.863155,0.608325,0.827204,0.261177,0.974151,0.0123905,0.190039,0.998993,0.644124,0.203558,0.913785,0.579608,0.109622,0.176153,0.000488296,0.26307,0.138462,0.455824,0.983764,0.840663,0.0297555,0.0994293,0.92819,0.634846,0.613819,0.695151,0.429731,0.499405,0.252174,0.362316,0.615619,0.819361,0.837703,0.75161,0.144261,0.510941,0.794427,0.0448927,0.20539,0.0216987,0.0776696,0.955321,0.519944,0.330363,0.174047,0.727226,0.340098,0.946959,0.101352,0.136296,0.449324,0.912748,0.408673
0.767693,0.714072,0.588885,0.172002,0.096469,0.117924,0.00930815,0.0802942,0.321757,0.17542,0.928434,0.732627,0.249397,0.919034,0.85522,0.364635,0.0916166,0.787439,0.704947,0.618183,0.466781,0.625599,0.799188,0.541307,0.399548,0.684805,0.865719,0.588397,0.320841,0.622456,0.0385449,0.620045,0.0678121,0.502304,0.858028,0.903104,0.883877,0.794305,0.270577,0.11063,0.418683,0.374706,0.629078,0.322001,0.728141,0.525956,0.692526,0.0228278,0.274392,0.936827,0.626209,0.104923,0.925901,0.7022,0.001648,0.86642,0.957244,0.323313,0.796686,0.0115665,0.0493789,0.707724,0.395245,0.651112,0.289468,0.169042,0.587695,0.301767,0.170904,0.427351,0.570544,0.886715,0.593371,0.608783,0.946593
0.0375072,0.199286,0.534379,0.347667,0.00967437,0.147893,0.963073,0.670797,0.0678121,0.223518,0.296182,0.474593,0.0441908,0.578784,0.256661,0.302255,0.552324,0.147465,0.348643,0.478286,0.986999,0.644734,0.857509,0.108341,0.524186,0.566881,0.849879,0.0794397,0.121189,0.191473,0.173681,0.0597552,0.516617,0.57741,0.458113,0.498795,0.23014,0.564714,0.113498,0.627247,0.562822,0.774773,0.331553,0.457045,0.596942,0.610126,0.0851161,0.781457,0.19602,0.254646,0.128391,0.174871,0.00482192,0.673452,0.996765,0.993103,0.449385,0.612812,0.00683615,0.372997,0.737022,0.60036,0.2566,0.232856,0.856197,0.944914,0.625141,0.272103,0.576678,0.736564,0.772851,0.971496,0.449538,0.846644,0.141423
0.0986358,0.630085,0.390728,0.532243,0.134526,0.631703,0.862697,0.747215,0.586352,0.988556,0.420179,0.381512,0.207312,0.492874,0.144475,0.0554827,0.406873,0.593158,0.773186,0.0457472,0.250618,0.394147,0.700034,0.285195,0.460555,0.656789,0.975097,0.362865,0.414838,0.798395,0.304636,0.524216,0.147832,0.892361,0.0512711,0.670766,0.350291,0.668477,0.233772,0.360424,0.369091,0.512711,0.527177,0.807306,0.207434,0.467299,0.262795,0.881771,0.524705,0.23075,0.428175,0.110385,0.636647,0.157781,0.667104,0.676077,0.515091,0.259377,0.279641,0.41789,0.788293,0.202765,0.222053,0.831263,0.740623,0.311472,0.106967,0.0677206,0.312754,0.565203,0.203101,0.935209,0.101657,0.599963,0.43556
0.17188,0.468886,0.955718,0.978332,0.722709,0.937376,0.781213,0.796014,0.00408948,0.131138,0.953673,0.771722,0.00662252,0.923551,0.479171,0.294412,0.751976,0.219062,0.395093,0.784234,0.29313,0.953551,0.770043,0.692618,0.714316,0.093997,0.703879,0.502213,0.131016,0.638722,0.327647,0.726951,0.689993,0.617237,0.803766,0.911954,0.56917,0.0903653,0.325816,0.633686,0.977813,0.150121,0.118625,0.499802,0.156346,0.919858,0.438368,0.149205,0.376568,0.554003,0.572314,0.252113,0.941435,0.238441,0.839137,0.509873,0.185125,0.190161,0.588641,0.655171,0.473189,0.657521,0.20191,0.451918,0.202338,0.920011,0.0913724,0.695334,0.800531,0.2884,0.700613,0.211737,0.727012,0.10477,0.50444
0.0762658,0.687399,0.721366,0.737907,0.901822,0.815088,0.973785,0.850215,0.599963,0.39375,0.374737,0.240303,0.449232,0.0535905,0.156011,0.991485,0.634449,0.330943,0.455489,0.093173,0.246712,0.668447,0.317362,0.441176,0.283303,0.41496,0.692099,0.837519,0.647847,0.825648,0.436354,0.990387,0.15006,0.0618,0.313059,0.514298,0.506088,0.191168,0.991455,0.930021,0.338176,0.187536,0.0469069,0.664571,0.174963,0.931089,0.961211,0.051149,0.451216,0.208106,0.122196,0.329325,0.508011,0.711356,0.824122,0.644826,0.592669,0.0395825,0.267403,0.0496231,0.85876,0.69805,0.558733,0.502029,0.366039,0.0979949,0.711051,0.866482,0.0806604,0.557115,0.643544,0.913755,0.874905,0.299295,0.181616
0.80871,0.94171,0.954192,0.374065,0.538957,0.0999786,0.650899,0.481796,0.458083,0.0243843,0.333506,0.500259,0.980407,0.0744957,0.556963,0.429731,0.801477,0.891232,0.157353,0.551714,0.898129,0.396619,0.252235,0.428907,0.528367,0.794122,0.240211,0.905362,0.231544,0.568285,0.801233,0.106235,0.828211,0.485031,0.896512,0.438124,0.420148,0.591479,0.768395,0.588702,0.390454,0.215949,0.940672,0.526994,0.403394,0.968139,0.218146,0.50322,0.404523,0.738823,0.687155,0.0488907,0.620716,0.700186,0.715018,0.976806,0.559923,0.305551,0.950438,0.38084,0.011536,0.28959,0.323344,0.636341,0.0460524,0.668142,0.0449538,0.399731,0.0153508,0.738334,0.607685,0.608814,0.552446,0.0785241,0.785211
