0.556577,1.11956,1.20567,0.29667,1.10899,0.574028,0.416303,0.387494,0.0131535,0.475435,1.21953,0.867047,0.212134,0.477493,1.52047,0.30887,0.366653,0.363787,0.466408,0.0594195,0.559703,0.69512,0.1723,1.66063,0.221564,0.137712,0.10535,0.987561,0.134495,0.231168,0.311563,0.547533,0.32078,0.929141,0.15302,0.620411,0.730857,0.264877,1.28318,0.891065,0.221351,0.799615,0.459762,0.29142,0.215321,0.177221,1.37096,0.446318,0.401837,0.509059,0.53676,0.307779,1.53904,0.547862,0.721845,0.182348,2.27716,0.0408032,1.23193,0.551408,0.302683,0.457674,0.918088,1.03816,0.950398,0.319242,1.02543,0.449629,0.182592,0.895755,0.438284,0.449352,0.743983,0.0470901,1.79936,0.952214,1.12809,1.42994,0.725822,0.282588,0.992889,1.01982,1.57988,0.687427,0.0975677,0.872372,0.770544,0.348033,0.134159,0.387752,0.390352,1.0855,1.32032,0.958065,0.307413,0.469893,1.857,0.365914,0.448103,0.448024
0.647442,1.17305,1.23807,0.386151,1.39339,0.568165,0.776574,0.354228,0.0384228,0.550471,1.45215,0.773886,0.901303,0.121586,1.6154,0.271416,0.335055,0.359256,0.485627,0.774987,0.659483,0.477157,0.256796,1.81396,0.342265,0.148502,0.964446,0.992419,0.289773,0.360518,0.466781,0.0693686,0.598956,0.981491,0.86993,0.675314,0.668416,0.208648,1.30461,0.985996,0.178076,0.957335,0.140253,0.305163,0.242281,0.915616,1.14738,0.162805,0.644154,0.311272,0.495437,0.102756,1.44354,0.544424,0.707924,0.649312,1.88317,0.563066,1.05631,0.331553,0.81518,0.450756,0.653737,0.917902,1.41365,0.300937,1.15758,0.0730003,0.249214,0.941136,0.306494,0.770086,0.90685,0.779901,1.37941,1.07241,0.990966,1.645,0.0930509,0.442138,0.16654,0.93753,1.58976,0.644528,0.831812,0.169378,0.79783,0.803308,0.165414,0.395859,0.396636,1.01312,0.836395,1.00835,0.11713,0.791864,1.88583,0.368269,0.528855,0.437099
0.582712,1.0585,1.2969,0.798608,1.35501,0.566667,0.875454,0.750847,0.721763,0.748721,0.953986,0.880054,0.831904,0.953948,1.54777,0.303524,0.362142,0.361631,0.520517,0.91345,0.588402,0.0180975,0.196603,0.968239,0.335704,0.141357,0.937437,1.01309,0.512162,0.0835125,0.145756,0.488235,0.0588092,1.22279,0.231758,0.774987,0.029664,0.35301,1.39577,0.782699,0.634907,0.087405,0.414153,0.304416,0.216165,0.517289,1.35394,0.82586,0.370525,0.465519,0.337718,0.336406,1.52541,0.543546,0.740481,0.764245,1.88865,0.594531,1.20686,0.927427,0.471328,0.454382,0.190527,0.980929,0.964906,0.11368,1.13975,0.550829,0.103732,1.02352,0.644854,0.849028,0.76187,0.549516,1.38525,1.24454,1.14724,1.61598,0.597186,0.328478,0.541765,1.00807,1.56931,1.09739,0.686178,0.519791,0.913904,0.974273,0.163715,0.390491,0.423369,1.09561,0.712777,1.09963,0.530839,0.102359,2.06847,0.365222,0.872372,0.442825
0.618657,1.17636,1.33559,0.176336,1.33291,0.570204,0.713126,0.0158696,0.911527,0.574212,1.46655,1.03951,0.250496,0.0395825,1.58533,0.267292,0.331576,0.357223,0.543463,0.0503861,0.627874,0.985626,0.230028,1.44351,0.555773,0.130709,0.478622,0.994922,0.734886,0.368524,0.47322,0.74868,0.438093,0.858741,0.0945769,0.840541,0.753563,0.32952,1.31565,0.991872,0.300638,0.576281,0.105073,0.329474,0.216808,0.638173,1.39505,0.0974817,0.223487,0.520628,0.891751,0.687338,1.43302,0.54562,0.704716,0.46733,2.24988,0.144627,1.03697,0.613422,0.376537,0.447652,0.647114,0.863945,0.975961,0.325899,1.12948,0.731437,0.206763,1.07771,0.589797,0.645092,0.730706,0.525529,1.77028,1.41694,1.38196,1.59927,0.315653,0.391594,0.619648,0.928469,1.59017,0.766024,0.531571,0.995453,0.811885,0.946226,0.220702,0.38249,0.399873,1.21951,1.0047,1.15967,0.559404,0.811792,1.85342,0.366618,0.570452,0.432196
0.558152,1.18271,1.18007,0.724815,1.5201,0.565485,0.2772,0.320566,0.571795,0.616348,1.49413,0.8435,0.249702,0.905179,1.52211,0.294467,0.354501,0.36097,0.451228,0.259377,0.561433,0.0576189,0.173764,1.76355,0.993072,0.139947,0.642048,0.980627,0.0335093,0.383862,0.502609,0.505875,0.597339,1.17962,0.703604,0.577044,0.670156,0.23138,1.2526,1.00313,0.643757,0.905484,0.336891,0.379266,0.229562,0.868374,1.18434,0.787011,0.892026,0.880204,0.779504,0.255959,1.50232,0.542853,0.738573,0.9288,2.15642,0.743889,1.1644,0.786554,0.176031,0.453373,0.681265,0.963387,1.1951,0.301447,1.21646,0.874233,0.909268,0.85991,0.359774,0.962053,0.869064,0.675954,1.67066,0.874047,1.09344,1.74082,0.822687,0.285353,0.599261,0.988172,1.59205,1.10616,0.531114,0.733482,0.731605,0.790185,0.33394,0.389431,0.381384,1.06721,0.61527,0.918348,0.769707,0.849971,1.95377,0.363141,0.332865,0.441231
0.558717,1.11929,1.42233,0.953734,1.18012,0.567609,0.413709,0.213935,0.556169,0.702975,1.21836,1.11588,0.328104,0.828852,1.5227,0.26677,0.331136,0.363314,0.594912,0.442152,0.562052,0.181188,0.174289,1.59426,0.792627,0.147442,0.788385,1.01163,0.828578,0.230518,0.564135,0.850856,0.00726341,1.31355,0.656606,0.987518,0.621998,0.252369,1.38934,0.890588,0.747154,0.731346,0.100622,0.356443,0.237603,0.78753,0.902926,0.726209,0.732933,0.636493,0.589312,0.855403,1.43169,0.544098,0.735588,0.189032,1.94576,0.148015,1.03453,0.118259,0.323466,0.456953,0.0522477,1.02562,1.33326,0.287329,1.05848,0.311411,0.233345,1.19919,0.408967,0.453943,0.858387,0.690023,1.44613,1.48946,1.49437,1.48372,0.749382,0.286344,0.0492874,0.927323,1.59597,1.20866,0.141514,0.287698,0.905706,0.835932,0.282035,0.395063,0.421481,1.27885,0.790544,1.29427,0.435987,0.468276,1.6977,0.365421,0.848109,0.446885
0.600279,1.07789,0.920917,0.385601,1.22413,0.565681,0.837703,0.290811,0.245918,0.493193,1.0383,0.787615,0.840999,0.33195,1.56612,0.275097,0.33816,0.363823,0.297524,0.956542,0.607693,0.501968,0.212938,1.5747,0.348094,0.153485,0.946959,0.977286,0.0964995,0.130397,0.875332,0.770348,0.277902,0.981169,0.839869,0.137944,0.262673,0.283818,1.23786,0.817108,0.0773949,0.711234,0.171652,0.305827,0.230649,0.536119,1.10109,0.33038,0.584429,0.277992,0.872829,0.132969,1.45292,0.542968,0.716152,0.903806,1.92127,0.977844,1.07357,0.436598,0.469375,0.45773,0.963836,1.03913,1.21378,0.181989,1.07893,0.14478,0.0673238,0.496965,0.48268,0.944885,0.900021,0.649831,1.42002,0.922804,1.01117,1.517,0.820795,0.359324,0.945982,0.945616,1.61579,0.544723,0.334147,0.0303659,0.712836,0.894925,0.166923,0.399603,0.377061,1.02378,0.631402,0.516207,0.490402,0.219062,1.85714,0.365883,0.277322,0.448113
0.699755,1.08083,1.02605,0.00897244,1.20532,0.569721,0.605853,0.75161,0.132206,0.644162,1.05111,0.998634,0.629963,0.993988,1.67005,0.277572,0.340248,0.356681,0.35988,0.25016,0.716929,0.833979,0.305442,1.08273,0.453413,0.131561,0.656484,0.985745,0.655171,0.137521,0.12009,0.236061,0.973968,0.760826,0.516282,0.31608,0.548692,0.34503,1.27517,0.822336,0.549547,0.205176,0.192765,0.317819,0.241597,0.265816,0.881588,0.857755,0.666524,0.696117,0.986541,0.597369,1.45923,0.545337,0.742047,0.485366,2.00942,0.917936,1.08517,0.440809,0.0889004,0.446824,0.321085,0.849556,1.40188,0.265839,1.07019,0.484603,0.343303,0.644207,0.626151,0.65748,0.826508,0.0706198,1.51398,1.35524,1.32179,1.50278,0.967772,0.533994,0.774926,0.951054,1.56768,1.01277,0.63155,0.954985,0.760345,0.841731,0.194196,0.38313,0.388003,1.18775,0.964855,0.67935,0.832759,0.236793,1.66395,0.365247,0.41792,0.430889
0.692724,1.14299,0.87994,0.0570391,1.00514,0.572216,0.0595416,0.907712,0.45381,0.555171,1.3214,0.835318,0.0648824,0.0129704,1.66271,0.292813,0.353106,0.362741,0.273221,0.284249,0.709208,0.349254,0.298903,1.37334,0.419477,0.140514,0.53795,0.969752,0.426405,0.287812,0.354045,0.403851,0.834223,0.788947,0.249336,0.0685141,0.476089,0.282636,1.20463,0.932637,0.0915555,0.504105,0.32278,0.313955,0.237728,0.169225,1.19685,0.0762826,0.732597,0.705634,0.943693,0.237953,1.4981,0.5468,0.703675,0.425825,2.2557,0.640858,1.15664,0.350871,0.0929899,0.456077,0.976806,1.0104,1.33541,0.244554,0.977174,0.620655,0.0913114,0.439577,0.479909,0.616584,0.765864,0.488937,1.77648,1.17816,1.08139,1.3514,0.196478,0.521649,0.453413,0.984538,1.58258,0.558761,0.773095,0.117283,0.670525,0.992645,0.185408,0.389857,0.367317,1.06085,1.17076,0.452621,0.792566,0.610889,1.68166,0.364126,0.152104,0.445503
0.558878,1.20654,1.3853,0.632435,1.26138,0.566301,0.288675,0.48558,0.506211,0.572089,1.59779,1.15399,0.500381,0.883602,1.52287,0.307286,0.365316,0.363052,0.572948,0.661031,0.562229,0.587298,0.174439,1.38912,0.383923,0.1462,0.665609,1.00025,0.667135,0.4415,0.737144,0.992187,0.491928,1.12558,0.940275,0.924772,0.60857,0.246749,1.33914,1.04543,0.0485549,0.520341,0.446244,0.309907,0.233609,0.624378,1.0398,0.769823,0.43086,0.61101,0.104617,0.939268,1.535,0.543331,0.737729,0.460463,2.11283,0.847743,1.2245,0.951689,0.888668,0.456553,0.316752,1.01866,1.26464,0.283392,1.09624,0.22013,0.890439,1.14733,0.395795,0.640376,0.922831,0.947386,1.6242,1.3645,1.55046,1.54517,0.74105,0.286628,0.255348,1.01634,1.60699,0.516134,0.768365,0.139866,0.841801,0.977477,0.176201,0.39413,0.406763,1.30846,0.682564,1.23681,0.942442,0.993439,1.74964,0.369311,0.658986,0.446253
