0.485672,0.343443,0.0530717,0.874509,0.213569,0.222755,1.15892,0.834798,0.194349,0.349223,0.439774,0.930082,0.890005,0.752983,0.0413831,0.963897,0.585757,1.8923,0.175878,0.400861,0.946867,0.0613117,0.244967,0.63944,0.624209,1.18773,0.50008,0.0906705,1.1862,1.78755,0.650955,1.36552,0.979675,1.27113,0.740226,0.563137,1.30419,1.08314,0.210907,0.165868,0.848598,0.297525,0.782708,1.33972,0.712367,0.158879,1.63977,1.17616,0.200827,0.819027,1.19602,0.337601,1.01475,0.583575,0.657308,0.847152,1.92226,1.12724,0.804999,0.621443,0.111026,0.578832,1.52646,0.472945,1.50394,0.460707,0.478873,0.648331,0.760918,0.673574,1.08499,0.883816,0.103255,0.959842,0.544112,0.753232,0.554827,0.639637,0.59933,0.741234,0.516704,1.17998,0.665225,0.185186,1.18484,0.586932,0.269152,0.445058,0.89172,1.15579,0.245103,0.317743,0.757577,0.693223,0.57095,1.09422,0.524125,0.631904,0.904538,0.0950346,0.179998,0.526811,0.332774,0.746879,0.0681981,0.434278,0.273202,0.121647,1.03924,0.820215,0.596095,0.64449,1.14255,0.437757,0.794702,0.330203,0.559245,0.472227,0.219672,0.280848,0.493205,0.661702,0.269195,0.599721,0.602924,0.42369,0.120243,0.31638,0.61857,0.256569,1.00633,0.671981,0.529405,1.01327,0.442701,1.15799,0.376042,1.10608,0.782539,0.965423,0.640034,0.325571,0.760845,0.724143,0.817866,0.660512,1.08396,0.987609,0.286957,0.905752
0.740776,0.294037,0.0752281,0.880967,0.45323,0.806513,1.11822,1.11726,0.123041,0.101138,0.329771,0.359478,0.955099,0.542436,0.327189,0.118564,0.535356,1.76334,0.744804,0.521714,0.498306,0.858089,0.453569,0.623756,0.671013,1.28392,0.500709,0.440901,1.16233,1.38111,0.640945,1.30584,0.0768151,1.27747,0.745903,0.785731,1.13521,1.09677,0.217587,0.349742,0.834651,0.875027,0.711631,1.55369,0.652338,0.77163,1.24925,0.831277,0.333376,0.736784,1.54033,0.341622,1.01753,0.394421,0.785241,0.852006,1.67172,0.979419,0.870487,1.13158,0.239174,0.487418,0.786491,0.992248,1.73101,0.697226,0.627489,0.638015,0.728538,0.660451,0.693394,0.775689,0.110614,0.953864,0.561393,0.753332,0.44969,0.401318,0.489677,0.633473,0.590635,1.19943,1.06962,0.671896,1.25783,0.112522,0.409359,0.976561,0.838527,1.50389,0.259484,0.318549,1.09293,1.15662,0.816894,0.999051,0.954405,0.706693,0.907678,0.9588,0.867367,0.141301,0.739708,0.391186,0.226591,0.577349,0.337442,0.00817896,1.00771,0.556536,0.499675,0.784661,1.26368,0.069277,0.897,0.330635,0.443075,0.505773,0.718406,0.968692,0.552962,0.813807,0.269346,0.595852,0.414326,0.430751,0.0825526,0.349986,0.434706,0.359722,0.380483,0.672441,0.840266,1.00928,0.345073,1.17636,0.333508,1.08786,0.716019,0.1348,0.923795,0.362224,0.842619,0.0316477,0.0970183,0.551042,1.08542,0.267861,0.291729,0.905121
0.80105,0.318894,0.414014,0.870039,0.92822,0.276528,1.06808,0.85702,0.182225,0.823664,0.474372,0.0227363,0.896001,0.995331,0.866817,0.616993,0.617357,1.93286,0.10416,0.718467,0.870602,0.232734,0.313032,0.561776,0.591811,0.99944,0.498504,0.90109,1.0234,1.71844,0.652697,1.50068,0.963866,1.26674,0.830866,0.68262,1.35733,0.963957,0.211523,0.130802,0.502731,0.270791,0.560411,1.60424,0.722815,0.592059,1.2,1.21203,0.263221,0.785276,1.53912,0.479211,1.01606,0.939268,0.106845,0.843792,1.64013,1.05379,0.759667,0.661576,0.478927,0.594741,1.15877,0.230995,1.43803,0.587664,0.492563,0.667729,0.600574,0.345866,0.64401,0.738884,0.108959,0.919066,0.553388,0.753309,0.0345164,0.112278,0.610735,0.781549,0.728954,1.18913,0.978642,0.00839259,1.26203,0.225501,0.342965,0.724873,0.528855,1.50266,0.256248,0.318367,0.601332,0.67177,0.456362,1.11079,0.0481582,0.596188,0.906016,0.910978,0.620777,0.406323,0.738273,0.903226,0.434713,0.0761132,0.202142,0.281106,1.0263,0.180975,0.612875,0.370098,1.2923,0.999512,0.496567,0.319269,0.579464,0.475317,0.69628,0.643583,0.671394,0.422956,0.269312,0.50309,0.662241,0.418803,0.31251,0.342425,0.543117,0.700064,0.523855,0.671662,0.263649,1.01452,0.7416,0.997321,0.358587,0.981765,0.824246,0.55269,0.673025,0.423109,0.787527,0.796167,0.986206,0.729148,1.08029,0.460921,0.288514,0.90595
0.477126,0.293144,0.609302,0.869772,0.44264,0.520554,1.32798,0.858989,0.194029,0.226691,0.475564,0.777551,0.923212,0.865871,0.0468154,0.0209967,0.523835,1.93426,0.004944,0.424451,0.944853,0.881802,0.35817,0.358391,0.589874,1.35118,0.501694,0.337168,0.931538,1.78572,0.66937,0.932801,0.600604,1.26647,0.197302,0.361739,1.35916,1.17736,0.214315,0.701132,0.828364,0.704215,0.409589,1.33256,0.822806,0.347667,1.64958,0.929099,0.12518,0.727291,1.08302,0.400983,1.01317,0.94055,0.890439,0.843591,1.92855,0.976747,0.756957,0.665132,0.0331736,0.747007,0.773115,0.16129,1.58245,0.246712,0.554688,0.667799,0.18067,0.669301,1.09483,0.344371,0.101443,0.896058,0.528478,0.753207,0.367656,0.684103,0.520779,0.649709,0.471789,1.16887,0.565693,0.583178,1.29167,0.885159,0.277919,0.478293,0.324107,1.04154,0.241563,0.317544,0.556319,1.01956,0.42335,1.26931,0.446516,0.651933,0.902746,0.148198,0.935118,0.103702,0.199225,0.943785,0.179678,0.801233,0.261616,0.764031,1.00407,0.000122074,0.77348,0.882687,1.13849,0.11475,0.655782,0.328523,0.772967,0.48934,0.205359,0.645221,0.550321,0.154546,0.269157,0.598462,0.664284,0.41851,0.511582,0.308109,0.413484,0.860073,0.306591,0.671643,0.446516,1.01457,0.855861,1.285,0.328599,0.911616,0.700813,0.119785,0.519822,0.420789,0.805221,0.228065,0.222236,0.526017,1.08771,0.754143,0.289547,0.905957
0.377575,0.325215,0.60683,0.887022,0.0182196,0.372692,1.09543,1.11316,0.176709,0.289926,0.387009,0.982147,0.906724,0.988159,0.641011,0.251228,0.282021,1.83044,0.333934,0.995544,0.835902,0.912107,0.410924,0.652921,0.714896,0.86784,0.500129,0.0317698,0.994275,1.687,0.649868,1.24474,0.796411,1.28341,0.95233,0.493974,1.22314,1.16292,0.212623,0.0146489,0.736229,0.0254219,0.268593,1.24906,0.705848,0.351421,1.49142,1.26182,0.17625,0.749691,1.4239,0.275767,1.01424,0.825831,0.200201,0.856557,1.82708,1.0727,0.93189,1.12418,0.612049,0.568904,1.25344,0.820795,1.60905,0.387219,0.517044,0.661542,0.788751,0.106388,0.936232,0.307749,0.102996,0.911772,0.538743,0.753228,0.917295,0.275826,0.626566,0.248238,0.805755,1.17637,0.651012,0.683615,1.22493,0.206946,0.303964,0.577027,0.463942,1.38618,0.244597,0.317714,0.982209,0.474881,0.735693,1.08389,0.212012,0.698941,0.903956,0.482711,0.705222,0.580584,0.6021,0.857326,0.04156,0.44557,0.226605,0.612873,1.01266,0.386425,0.585623,0.17832,1.09122,0.410291,0.772576,0.317119,0.546629,0.480843,0.255562,0.390421,0.444498,0.516556,0.269189,0.432475,0.51246,0.437372,0.0283517,0.315199,0.463561,0.945982,0.762355,0.672873,0.475784,1.01136,0.257363,1.26554,0.340183,0.959525,0.381658,0.658956,0.50792,0.308176,0.825901,0.896146,0.0529191,0.000793481,1.08407,0.835078,0.290754,0.905449
0.891385,0.328384,0.70922,0.870454,0.623676,0.924619,1.33142,1.09117,0.0852181,0.831568,0.501434,0.353557,0.968269,0.655324,0.363414,0.313303,0.697573,1.96459,0.848018,0.982269,0.260384,0.499588,0.215125,0.565501,0.594816,0.999901,0.498617,0.0813929,1.05269,1.16553,0.641481,1.22741,0.392376,1.26714,0.469253,0.869369,1.3989,1.14398,0.218938,0.205359,0.234931,0.245735,0.192236,1.68001,0.655551,0.264351,1.36995,0.855489,0.238846,0.75573,0.972789,0.328055,1.01555,0.613544,0.0720847,0.844104,1.74916,1.08218,0.763872,1.08445,0.464644,0.492312,1.30091,0.820917,1.2991,0.786096,0.657557,0.649965,0.608264,0.433729,0.814432,0.782769,0.108031,0.926401,0.567886,0.753296,0.685476,0.814905,0.497375,0.923124,0.720714,1.18556,0.927687,0.675069,1.20995,0.950255,0.273433,0.461289,0.594134,0.930095,0.254436,0.318266,0.982287,0.651665,0.735751,1.00415,0.535386,0.673915,0.905439,0.857631,0.444472,0.803735,0.0689413,0.215735,0.0640022,0.10181,0.274884,0.0657369,1.01497,0.43199,0.504836,0.370769,1.33519,0.0229499,0.734153,0.317238,0.449293,0.51256,0.155187,0.953281,0.59546,0.558611,0.269293,0.528998,0.708638,0.419256,0.293802,0.338191,0.477063,0.163823,0.427084,0.671692,0.343333,1.01551,0.352794,1.24001,0.343307,1.00413,0.930118,0.712241,0.0221564,0.240608,0.749146,0.0802637,0.6957,0.903378,1.08055,0.477767,0.286275,0.906106
0.200232,0.3374,0.0815455,0.878583,0.243721,0.861324,1.58368,0.824805,0.183253,0.867641,0.289267,0.607349,0.961211,0.344188,0.458205,0.13007,0.716724,1.71586,0.517289,0.120975,0.877071,0.369304,0.609853,0.586462,0.653734,0.962645,0.501338,0.606037,1.08898,1.7243,0.666507,1.0117,0.0498672,1.27512,0.0368664,0.231657,1.073,1.06976,0.218214,0.125584,0.942412,0.38786,0.258797,1.10031,0.805635,0.0455336,1.30323,0.927199,0.21434,0.737903,0.951538,0.242604,1.01503,0.0871609,0.204627,0.850214,1.70636,1.10916,0.846311,0.603395,0.697317,0.720859,1.43596,0.396039,1.73893,0.108493,0.641443,0.621258,0.65154,0.453291,0.74753,0.648427,0.100613,0.935493,0.518379,0.753196,0.437757,0.0473342,0.520175,0.748222,0.854948,1.18196,0.520066,0.0212409,1.25409,0.261696,0.358779,0.784821,0.675039,0.908609,0.239941,0.317454,0.707913,0.765709,0.534527,1.24209,0.701193,0.701539,0.904858,0.546373,0.0111087,0.590533,0.0438246,0.729514,0.301274,0.720267,0.299638,0.53267,1.00814,0.974548,0.745899,0.316477,1.00701,0.917112,0.12772,0.321012,0.739737,0.508923,0.457503,0.448317,0.500723,0.153203,0.26914,0.534767,0.344884,0.428145,0.0771203,0.304317,0.437208,0.0633869,0.902289,0.672271,0.307871,1.00781,0.0683309,1.13996,0.334087,1.03185,0.955394,0.863826,0.351726,0.452132,0.903884,0.22425,0.608631,0.944975,1.08689,0.0919218,0.295304,0.904889
0.736137,0.286232,0.533128,0.873624,0.275185,0.021485,0.950809,0.963584,0.0926458,0.711631,0.301497,0.270547,0.867561,0.328837,0.557176,0.387005,0.688018,1.73019,0.232124,0.311808,0.307108,0.361095,0.664336,0.375997,0.61779,0.83226,0.500538,0.290414,0.856189,1.20786,0.661482,0.747298,0.254189,1.27026,0.085696,0.265348,1.09178,1.08873,0.208605,0.729057,0.0972625,0.987426,0.0284433,1.5498,0.775499,0.764428,1.46746,1.02441,0.162185,0.762901,1.15757,0.338977,1.01394,0.153386,0.606738,0.846486,1.81171,0.956065,0.796017,0.854035,0.453536,0.674968,0.669583,0.910306,1.34876,0.144292,0.427632,0.62487,0.217017,0.137364,0.912205,0.520493,0.100876,0.877186,0.520995,0.753199,0.586047,0.923765,0.551083,0.440107,0.714305,1.17431,0.534515,0.924741,1.17632,0.20069,0.38087,0.868562,0.156163,1.11691,0.240455,0.317482,1.04001,1.24682,0.778086,1.19431,0.309305,0.607364,0.903623,0.693411,0.658345,0.109043,0.287332,0.262276,0.158533,0.538377,0.24113,0.68392,1.01772,0.931883,0.697496,0.126469,1.26148,0.848415,0.969054,0.325838,0.681418,0.46066,0.591571,0.770344,0.508569,0.392132,0.269146,0.441609,0.365851,0.422722,0.407605,0.305518,0.493093,0.265267,0.812027,0.671918,0.913297,1.00825,0.710532,1.16553,0.347015,0.854078,0.917507,0.00357067,0.321909,0.913724,0.925242,0.419446,0.109348,0.882626,1.08502,0.526414,0.29655,0.904959
0.201544,0.328511,0.151708,0.886288,0.403943,0.887295,1.42299,1.04861,0.174952,0.0178228,0.261652,0.920835,0.964107,0.353496,0.10181,0.845576,0.489818,1.68348,0.348704,0.706717,0.824854,0.590258,0.67228,0.431946,0.709579,1.16134,0.499307,0.125919,1.06732,1.67699,0.638019,1.37029,0.0712302,1.28269,0.863247,0.927129,1.03058,1.16768,0.218511,0.802515,0.63628,0.305857,0.865535,1.10141,0.634785,0.0527055,1.55656,0.966641,0.0967086,0.807515,1.4805,0.191176,1.01257,0.000549333,0.36784,0.856006,1.86887,1.08256,0.92445,1.00759,0.845119,0.46069,1.30282,0.249519,0.900098,0.847468,0.648055,0.616534,0.33253,0.114139,1.00155,0.973174,0.110096,0.930067,0.57237,0.753325,0.698691,0.705679,0.532715,0.213904,0.940218,1.1647,1.04116,0.176763,1.18815,0.770867,0.326807,0.663621,0.626759,1.4434,0.258471,0.318492,0.613295,0.699908,0.465135,0.971224,0.128819,0.636698,0.902072,0.151097,0.0731529,0.673818,0.668996,0.417859,0.0841395,0.258675,0.214184,0.987732,1.03483,0.937376,0.471484,0.606037,1.00764,0.283242,0.308267,0.315585,0.409108,0.510415,0.433119,0.403833,0.540672,0.551988,0.269335,0.434761,0.297537,0.43657,0.616382,0.34762,0.592835,0.777795,0.326053,0.672821,0.497971,1.00681,0.534288,1.27196,0.370088,1.01531,0.655916,0.714377,0.307749,0.372753,0.928356,0.303446,0.0989105,0.452132,1.08216,0.180517,0.296732,0.90473
0.704733,0.34259,0.838496,0.888794,0.154363,0.978881,1.56704,1.11264,0.108083,1,0.367014,0.809717,0.974319,0.446821,0.468184,0.228553,0.45958,1.807,0.427992,0.754204,0.404218,0.767235,0.465998,0.443373,0.727738,1.00999,0.500321,0.462752,1.10767,1.29585,0.638966,1.44444,0.948851,1.28515,0.721152,0.456061,1.19242,1.11419,0.219559,0.502487,0.00210578,0.914914,0.253639,1.52346,0.640469,0.456252,1.63618,1.15883,0.288661,0.747485,1.62304,0.345965,1.01659,0.299631,0.582324,0.857889,1.91996,1.12469,0.949859,1.12324,0.120701,0.469345,1.51369,0.282693,1.32955,0.346934,0.671371,0.632845,0.35612,0.824915,1.0814,0.480392,0.108935,0.940174,0.5358,0.753309,0.869472,0.229438,0.593821,0.790735,0.522285,1.19287,0.977345,0.667501,1.29449,0.377056,0.301829,0.568934,0.716697,1.58751,0.256202,0.318365,0.634717,1.18863,0.480846,0.980235,0.357311,0.590324,0.906619,0.965972,0.0655538,0.846736,0.837458,0.261116,0.236473,0.489212,0.248297,0.0629902,1.01181,0.891476,0.480612,0.385479,1.24656,0.582965,0.413434,0.313916,0.420107,0.515678,0.577166,0.907325,0.478443,0.108219,0.269312,0.644347,0.478178,0.439309,0.164495,0.342317,0.458629,0.926359,0.329557,0.673,0.347392,1.01063,0.961974,1.19984,0.339043,1.04612,0.616008,0.951079,0.84228,0.567248,0.847491,0.689352,0.523637,0.386456,1.08452,0.47969,0.292013,0.905335
